id,connector_id,table_name,tablespace_name,num_rows,size_rows_bytes,is_partitioned
7813,61,LOGMNRGGC_GTLO,SYSTEM,0.0,0.0,False
7814,61,LOGMNRGGC_GTCS,SYSTEM,0.0,0.0,False
7815,61,LOGMNRC_DBNAME_UID_MAP,SYSAUX,0.0,0.0,False
7816,61,LOGMNR_LOG$,SYSAUX,0.0,0.0,False
7817,61,LOGMNR_PROCESSED_LOG$,SYSAUX,0.0,0.0,False
7818,61,LOGMNR_SPILL$,SYSAUX,0.0,0.0,False
7819,61,LOGMNR_AGE_SPILL$,SYSAUX,0.0,0.0,False
7820,61,LOGMNR_RESTART_CKPT_TXINFO$,SYSAUX,0.0,0.0,False
7821,61,LOGMNR_RESTART_CKPT$,SYSAUX,0.0,0.0,False
7822,61,LOGMNR_FILTER$,SYSAUX,0.0,0.0,False
7823,61,LOGMNR_SESSION_ACTIONS$,SYSAUX,0.0,0.0,False
7824,61,LOGMNR_PARAMETER$,SYSTEM,0.0,0.0,False
7825,61,LOGMNR_SESSION$,SYSTEM,0.0,0.0,False
7826,61,LOGMNR_PROFILE_TABLE_STATS$,SYSAUX,0.0,0.0,False
7827,61,LOGMNR_PROFILE_PLSQL_STATS$,SYSAUX,0.0,0.0,False
7828,61,REDO_DB,SYSAUX,1.0,100.0,False
7829,61,REDO_LOG,SYSAUX,0.0,0.0,False
7830,61,ROLLING$CONNECTIONS,SYSTEM,0.0,0.0,False
7831,61,ROLLING$DATABASES,SYSTEM,0.0,0.0,False
7832,61,ROLLING$DIRECTIVES,SYSTEM,0.0,0.0,False
7833,61,ROLLING$EVENTS,SYSTEM,0.0,0.0,False
7834,61,ROLLING$PARAMETERS,SYSTEM,0.0,0.0,False
7835,61,ROLLING$PLAN,SYSTEM,0.0,0.0,False
7836,61,ROLLING$STATISTICS,SYSTEM,0.0,0.0,False
7837,61,ROLLING$STATUS,SYSTEM,0.0,0.0,False
7838,61,MVIEW$_ADV_WORKLOAD,SYSTEM,0.0,0.0,False
7839,61,MVIEW$_ADV_BASETABLE,SYSTEM,0.0,0.0,False
7840,61,MVIEW$_ADV_SQLDEPEND,SYSTEM,0.0,0.0,False
7841,61,MVIEW$_ADV_PRETTY,SYSTEM,0.0,0.0,False
7842,61,MVIEW$_ADV_TEMP,SYSTEM,0.0,0.0,False
7843,61,MVIEW$_ADV_FILTER,SYSTEM,0.0,0.0,False
7844,61,MVIEW$_ADV_LOG,SYSTEM,0.0,0.0,False
7845,61,MVIEW$_ADV_FILTERINSTANCE,SYSTEM,0.0,0.0,False
7846,61,MVIEW$_ADV_LEVEL,SYSTEM,0.0,0.0,False
7847,61,MVIEW$_ADV_ROLLUP,SYSTEM,0.0,0.0,False
7848,61,MVIEW$_ADV_AJG,SYSTEM,0.0,0.0,False
7849,61,MVIEW$_ADV_FJG,SYSTEM,0.0,0.0,False
7850,61,MVIEW$_ADV_GC,SYSTEM,0.0,0.0,False
7851,61,MVIEW$_ADV_CLIQUE,SYSTEM,0.0,0.0,False
7852,61,MVIEW$_ADV_ELIGIBLE,SYSTEM,0.0,0.0,False
7853,61,MVIEW$_ADV_OUTPUT,SYSTEM,0.0,0.0,False
7854,61,MVIEW$_ADV_EXCEPTIONS,SYSTEM,0.0,0.0,False
